M0 emg -2 -1 3 -2 -2 -2 0 -2 46656911
M0 emg 0 -2 -8 -1 0 0 -1 -2 46656911
M0 emg 0 1 8 -6 0 -1 -1 0 46664369
M0 emg -2 -5 -18 -3 -1 3 -1 -2 46664369
Calega's Myo emg -1 -1 4 0 4 -3 0 -2 46666961
Calega's Myo emg -4 -4 -11 -22 -29 -8 -5 -3 46666961
M0 q -0.453003 -0.361206 -0.577393 0.575378 0
M0 e -0.306987 -1.21908 -1.35958 0
M0 a 0.924316 -0.0874023 0.365234 0
M0 g -2.0625 0.8125 -14.4375 0
Calega's Myo q -0.375732 0.440918 -0.424255 -0.696045 3125
Calega's Myo e 0.425266 -1.20158 0.801206 3125
Calega's Myo a 0.922852 0.175781 0.29248 3125
Calega's Myo g 6.5625 0.9375 15.8125 3125
Calega's Myo emg 0 0 -3 -1 7 0 -1 1 4010
Calega's Myo emg 1 -1 0 -1 -6 -1 0 0 4010
M0 emg -3 -6 -4 0 -2 0 -4 -2 7382
M0 emg 2 7 1 2 4 0 -1 1 7382
M0 emg -6 -11 -37 -16 -7 -1 1 0 14921
M0 emg -5 -3 14 5 -2 -5 -3 -3 14921
Calega's Myo emg 1 -1 4 7 4 4 0 3 17408
Calega's Myo emg 1 3 5 13 15 3 1 1 17408
M0 emg 2 5 2 3 2 -1 2 0 22458
M0 emg 2 -1 -16 0 -6 0 1 0 22458
Calega's Myo q -0.374817 0.441956 -0.425964 -0.694824 25620
Calega's Myo e 0.41416 -1.204 0.813347 25620
Calega's Myo a 0.931152 0.166016 0.290527 25620
Calega's Myo g -0.0625 1.3125 15.625 25620
Calega's Myo emg -1 -4 -2 -1 -7 -2 -1 -2 26388
Calega's Myo emg -2 0 -4 0 6 1 0 -2 26388
M0 emg -3 -8 -14 -8 0 0 -2 -4 30057
M0 emg 3 -1 -10 -6 1 -1 -1 1 30057
M0 q -0.450562 -0.362183 -0.581177 0.572815 37471
M0 e -0.279524 -1.21866 -1.38981 37471
M0 a 0.92334 -0.0893555 0.348633 37471
M0 g -2.1875 2.6875 -13.5625 37471
Calega's Myo emg -6 0 0 -4 -11 -2 0 -2 41301
